folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;s10b_13_15;s10b_13_16;s10b_13_17;upm;estrato;factor
19947;3;1;50;40;20;10;0;0;25;0;0;0;0;0;15;0;0;0;0;15;0;0;10;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314-05270107416-A;14;207
19993;6;1;50;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623-03362225288-A;13;175
19995;7;1;35;60;0;0;0;0;20;10;0;0;0;0;100;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;500;300;350;0;0;0;0;0;0;712-05193999568-A;12;398
19998;7;1;35;500;0;0;0;50;20;0;0;0;0;0;120;0;300;0;450;60;0;0;0;0;0;0;0;50;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;600;0;0;0;0;0;0;0;713-05209487807-A;13;486
19999;7;1;100;600;0;1150;0;0;70;25;30;0;0;0;200;0;90;0;0;150;0;0;0;0;0;0;0;150;0;120;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;150;1600;450;0;0;0;0;0;0;713-05209487807-A;13;486
20000;7;1;0;500;0;800;0;60;75;20;30;0;0;0;450;0;0;0;0;150;60;0;0;0;0;0;0;300;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1500;0;0;0;0;0;0;0;713-05209487807-A;13;486
20001;7;1;75;250;0;0;0;0;55;25;15;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;1200;500;0;0;0;0;0;0;713-05209487807-A;13;486
20009;7;1;50;100;0;0;0;0;50;54;0;0;0;0;0;0;50;0;0;0;0;0;30;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;711-05269734135-A;11;369
20014;6;1;50;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;0;0;800;0;0;0;0;0;0;0;614-02979055316-A;14;191
20015;6;1;50;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02979055316-A;14;191
20016;6;1;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02979055316-A;14;191
20017;6;1;50;0;0;0;0;0;50;0;0;0;0;0;0;0;200;0;0;50;0;0;0;0;0;0;0;50;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02979055316-A;14;191
20020;7;1;0;0;0;20;0;0;0;0;0;0;300;0;0;0;0;0;150;0;0;250;0;0;0;600;300;50;0;120;0;200;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;150;700;0;1000;0;0;0;0;0;712-05190222108-A;12;398
20022;7;1;0;150;0;80;0;0;0;0;0;0;3000;100;0;0;0;0;100;0;0;0;0;0;0;0;450;50;0;135;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712-05190222108-A;12;398
20112;3;1;75;0;0;10;0;0;150;15;0;0;0;0;0;25;60;0;100;26;0;0;39;0;0;0;120;30;0;0;0;200;0;0;0;0;0;0;0;800;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;140;0;0;314-05223343972-A;14;225
20113;3;1;14;15;0;0;80;0;25;0;0;0;0;0;50;0;100;0;50;0;10;0;0;0;0;0;120;20;75;50;0;300;0;0;0;0;0;0;0;120;0;0;0;0;1000;0;0;0;0;0;500;500;0;0;0;280;300;0;314-05223343972-A;14;225
20114;3;1;50;0;80;0;179;0;0;60;340;0;473;80;30;15;300;0;0;100;5;0;7;0;0;0;0;300;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;300;0;0;0;0;0;0;0;314-05223343972-A;14;225
20162;5;2;15;0;40;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543-04163388692-A;23;615
20164;2;1;40;1400;0;0;0;0;45;0;40;0;0;0;10;0;0;0;0;200;0;0;0;0;0;0;0;400;0;0;0;0;35;0;0;0;0;0;300;1000;10;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;262-06150170725-A;12;182
20165;2;1;30;160;0;0;0;0;20;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06150170725-A;12;182
20166;2;1;100;350;0;240;0;10;100;0;21;0;0;0;140;0;0;0;0;0;0;0;6,5;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;500;0;0;0;0;0;0;0;262-06150170725-A;12;182
20167;2;1;20;400;0;0;0;0;20;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06150170725-A;12;182
20173;7;1;50;100;0;30;0;0;40;0;0;0;0;0;0;0;0;0;350;0;0;0;150;0;0;0;0;100;0;120;0;0;500;0;0;0;0;0;500;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712-05190222108-A;12;398
20174;7;1;0;300;0;20;0;80;150;0;20;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4400;0;0;0;0;0;0;0;0;0;0;0;0;712-05190222108-A;12;398
20175;6;1;0;0;0;0;0;0;50;0;20;0;0;0;0;240;450;0;350;0;0;200;0;0;0;0;240;10;0;0;10;0;0;300;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623-03362225288-A;13;175
20177;7;1;68;240;0;0;0;0;80;20;15;0;0;0;60;150;280;0;0;0;0;0;30;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;500;5;0;0;0;0;0;0;712-05244710103-A;12;398
20183;7;1;50;112;0;0;0;0;35;0;30;0;0;0;0;300;400;80;30;200;0;350;100;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;712-05244710103-A;12;398
20186;8;1;40;0;0;0;0;0;40;10;0;0;0;0;100;0;0;0;0;70;20;0;80;0;0;0;50;80;0;0;0;300;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;400;0;0;0;0;0;0;0;823-11068570515-A;13;243
20190;7;1;30;600;0;20;200;0;50;30;0;0;3000;0;100;0;1000;0;0;0;0;400;0;0;0;0;0;300;250;0;0;0;100;100;0;0;0;0;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05225322388-A;14;441
20191;7;1;20;300;0;0;0;0;50;40;0;0;1500;0;50;0;550;0;400;0;0;150;0;0;0;0;0;180;250;0;0;0;500;0;0;0;0;0;600;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05225322388-A;14;441
20192;7;1;20;300;0;0;0;0;40;0;0;0;6311;0;50;0;200;0;100;0;0;40;20;0;0;0;0;300;150;0;0;0;0;250;0;0;0;0;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05225322388-A;14;441
20193;7;1;50;250;0;20;0;50;40;0;20;0;6300;0;20;0;500;0;300;0;0;50;0;0;0;0;0;250;150;0;0;0;0;100;0;0;0;0;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05225322388-A;14;441
20200;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05265232915-A;13;486
20203;1;1;60;60;0;250;0;20;35;15;15;0;0;0;25;0;0;0;0;0;6;0;20;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;114-00418288087-A;14;467
20207;7;1;30;100;0;0;0;0;50;30;0;0;350;0;0;0;0;0;100;0;30;0;30;0;0;0;0;150;50;150;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;714-05225322388-A;14;441
20208;7;1;80;100;0;50;60;0;100;50;90;2400;800;0;100;0;200;0;200;150;150;0;50;0;0;0;400;300;200;150;0;300;100;0;0;0;0;0;0;0;0;0;200;0;100;0;0;0;0;300;800;0;0;0;0;0;0;0;714-05225322388-A;14;441
20209;7;1;30;200;0;0;0;0;130;50;100;0;2500;0;200;50;100;0;200;0;80;0;0;0;0;0;0;80;100;50;0;0;90;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;714-05225322388-A;14;441
20210;7;1;35;120;0;0;0;0;120;50;80;0;0;0;30;0;100;0;100;30;40;0;40;0;0;0;0;100;100;50;0;0;200;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;714-05225322388-A;14;441
20212;7;1;30;250;0;0;0;0;30;20;0;0;0;0;30;0;0;0;100;250;40;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;600;10;0;0;0;0;0;0;713-05265232915-A;13;486
20213;7;1;20;50;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05265232915-A;13;486
20214;7;1;40;200;0;0;0;0;30;0;0;0;0;0;100;0;150;0;0;250;0;0;64;0;0;0;180;40;160;150;0;0;0;0;0;0;0;0;650;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;180;0;0;713-05265232915-A;13;486
20215;7;1;10;150;0;0;0;0;20;0;0;0;0;0;0;60;320;0;60;280;0;0;100;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05265232915-A;13;486
20218;3;2;100;40;0;1500;0;0;100;16;30;0;0;0;140;0;10;0;0;0;10;0;22;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;600;0;895;0;0;0;0;0;0;0;0;530;1500;90;0;0;0;0;0;240;344-05270723011-D;24;396
20226;2;1;15;0;0;0;0;10;0;15;18;0;0;0;0;0;0;0;0;20;0;0;13;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11000;0;0;0;0;0;0;0;0;0;200;0;0;261-06157962287-A;11;190
20229;7;1;80;300;0;500;0;0;50;20;0;0;250;0;130;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;60;300;0;0;0;0;0;0;0;713-05209487807-A;13;486
20243;2;1;25;10;0;0;0;0;10;0;0;0;0;0;0;15;100;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263-06120977752-A;13;221
20247;2;1;5;0;20;0;0;0;5;0;0;0;0;0;0;0;20;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06149000854-A;11;190
20249;2;1;50;100;100;0;200;0;100;15;60;0;960;100;340;0;240;0;0;0;50;60;160;0;0;0;0;320;0;0;0;0;0;0;0;0;0;0;2220;0;120;0;0;0;100;1200;0;0;900;500;1000;200;0;0;0;45;4000;0;262-06134118639-A;12;182
20257;2;1;50;50;20;0;0;0;50;40;20;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;262-06134118639-A;12;182
20262;2;1;20;30;30;0;1500;0;50;0;360;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;100;120;0;120;0;0;0;0;0;0;0;0;300;0;0;0;0;0;200;1000;0;0;0;200;200;0;300;0;0;100;0;0;262-06134118639-A;12;182
20267;2;1;100;120;0;0;0;0;100;30;20;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;300;300;200;0;0;200;0;0;0;0;0;0;0;100;0;0;0;0;300;200;0;0;0;0;0;500;0;262-06134118639-A;12;182
20274;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;200;200;0;0;0;0;0;0;0;262-06136497150-A;12;182
20275;2;1;24;140;140;460;0;10;24;14;60;0;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;300;300;300;0;0;0;0;500;0;60;0;0;0;100;0;0;150;0;300;500;0;0;0;0;180;0;0;262-06136497150-A;12;182
20276;2;1;60;200;60;0;0;0;68;45;30;0;0;0;0;0;0;0;0;0;20;0;20;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06136497150-A;12;182
20281;2;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;10;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06136497150-A;12;182
20286;2;1;100;0;0;100;400;0;100;86;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;250;50;0;0;0;250;0;0;0;0;2500;100;0;20;0;0;0;400;0;0;0;0;0;0;0;100;0;262-06130851542-A;12;182
20290;2;1;100;0;30;0;10;0;50;45;30;0;0;0;40;0;0;0;0;0;30;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;300;0;200;200;5;0;0;0;0;0;0;262-06130851542-A;12;182
20296;2;1;60;0;0;0;0;0;70;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;100;0;5900;0;0;0;500;0;0;0;0;0;0;0;262-06130851542-A;12;182
20304;2;1;60;50;100;10;0;10;50;0;30;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;262-06130851542-A;12;182
20307;6;1;50;150;0;0;0;100;200;0;150;0;400;0;300;0;0;0;0;300;50;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;300;0;0;0;0;0;0;0;623-03362225288-A;13;175
20312;2;1;,5;12;0;9;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263-06105514781-A;13;221
20314;2;1;50;150;0;0;250;15;30;7;20;0;0;0;0;0;0;0;0;40;10;0;0;0;0;0;0;50;80;0;0;0;0;0;0;0;0;0;0;0;100;0;0;50;0;0;0;0;0;0;0;0;0;400;0;100;480;0;263-06105514781-A;13;221
20315;2;1;14;96;0;0;0;0;20;7,5;0;0;0;0;30;0;0;0;0;0;10;0;0;0;0;0;0;40;0;0;0;200;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;0;0;0;0;0;0;0;263-06105514781-A;13;221
20316;2;1;100;200;0;0;0;0;70;20;30;0;900;0;500;0;0;0;0;0;20;0;0;0;0;0;0;80;120;200;0;190;100;90;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;1000;1500;0;0;0;0;2000;0;0;263-06105514781-A;13;221
20325;3;1;0;250;260;5;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;20;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;1700;0;0;314-05270107416-A;14;207
20348;3;1;20;320;0;24;200;60;25;0;25;0;0;0;0;30;120;0;200;90;30;0;80;0;0;0;0;50;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;314-05267744207-A;14;207
20352;7;1;0;0;0;0;0;0;0;150;800;0;0;200;50;450;600;0;0;0;0;0;150;0;0;0;0;0;0;170;0;0;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05225322388-A;14;441
20353;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;300;350;100;0;50;40;200;50;0;0;0;150;0;0;250;0;0;250;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;714-05225322388-A;14;441
20354;7;1;0;0;0;0;0;0;0;0;0;0;0;200;0;100;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05225322388-A;14;441
20355;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;100;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05225322388-A;14;441
20362;6;1;22;20;0;0;0;0;20;0;0;0;0;0;60;0;0;0;0;50;25;0;0;0;0;0;300;150;0;0;0;70;100;150;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;17;0;0;0;0;0;0;0;0;614-02966936820-A;14;191
20367;6;1;20;624;0;0;0;0;33;16;15;0;0;0;40;0;0;0;0;20;10;0;30;0;0;0;0;100;0;208;0;500;0;250;0;0;0;0;0;0;40;800;0;100;0;0;0;0;0;400;300;100;0;0;0;0;500;0;613-02977890610-A;13;175
20371;2;1;50;50;0;60;100;0;50;30;0;0;0;0;40;0;75;0;0;30;10;0;0;0;0;800;0;20;200;0;0;0;400;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;263-06085327207-A;13;241
20374;2;1;18;10;20;0;0;0;20;15;40;0;0;0;30;5;0;0;0;0;0;0;0;0;0;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263-06085327207-A;13;241
20382;2;1;15;50;0;0;0;30;22;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263-06085327207-A;13;241
20384;2;1;12;250;0;150;0;0;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263-06087265697-A;13;221
20385;2;1;30;120;20;0;0;0;20;0;0;0;0;100;20;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;263-06087265697-A;13;221
20389;2;1;10;80;0;0;0;0;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;263-06087265697-A;13;221
20398;2;1;5;40;0;24;0;0;10;18;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;30;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;45;0;0;0;0;0;0;263-06087265697-A;13;221
20399;2;1;40;20;50;0;0;0;20;50;0;0;0;0;0;10;60;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06083343587-A;12;182
20400;2;1;15;50;0;0;0;10;15;0;10;0;0;0;200;0;0;0;0;0;0;0;26;0;0;0;400;500;0;0;0;500;0;100;0;0;20;0;0;500;0;0;0;0;0;0;0;0;0;500;80;200;0;0;0;0;0;0;262-06083343587-A;12;182
20416;2;1;30;0;0;50;0;20;40;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;1500;30;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06083343587-A;12;182
20424;2;1;15;60;0;0;0;0;20;20;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;262-06083343587-A;12;182
20429;6;1;60;100;150;0;0;0;80;30;20;0;0;0;150;0;0;0;0;0;50;0;40;0;0;0;60;300;0;160;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;800;0;0;623-02610861805-A;13;175
20433;6;1;40;30;0;0;0;0;30;15;0;0;20;0;300;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;80;0;300;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;80;0;50;0;0;0;0;0;0;623-02610861805-A;13;175
20436;7;1;30;150;0;0;0;0;35;20;20;0;15;50;50;0;100;30;30;50;0;0;0;0;0;0;0;100;0;0;0;0;300;100;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;70;1000;0;0;0;0;80;0;0;712-05230438375-A;12;398
20453;3;1;20;500;0;50;0;10;30;40;20;0;54;0;150;0;0;0;0;0;20;0;50;0;0;0;1500;200;50;0;0;0;0;0;0;0;0;0;0;4000;0;0;25;0;0;0;0;0;0;1000;1000;100;0;1000;0;750;50;0;312-05210955928-A;12;189
20460;5;2;50;0;100;0;0;0;50;0;20;0;0;0;0;150;390;150;300;0;0;100;44;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543-04163388692-A;23;615
20462;6;1;80;160;0;0;0;0;50;14;0;0;0;0;0;0;0;0;0;50;0;0;10;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613-02977890610-A;13;175
20465;7;1;60;200;0;0;120;0;35;15;10;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05209487807-A;13;486
20468;7;1;20;100;0;0;0;15;30;0;0;0;0;0;0;0;45;0;0;0;0;80;0;400;0;0;0;40;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;712-05244710103-A;12;398
20471;7;1;63;80;0;0;0;0;15;0;45;0;0;0;16;30;35;0;42;0;0;0;10;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410;0;0;0;0;0;300;0;712-05244710103-A;12;398
20476;7;1;26;50;0;0;0;0;50;0;30;0;0;0;0;450;450;0;20;0;0;0;10;0;0;0;0;300;0;0;0;400;200;200;0;0;0;0;0;0;0;280;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;712-05244710103-A;12;398
20480;1;1;50;60;0;30;0;20;60;22;0;0;0;0;50;0;0;0;48;0;30;0;10;0;0;0;0;150;150;155;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;34;0;0;680;0;0;114-00418288087-A;14;467
20518;8;2;1000;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851-10341108445-D;21;308
20525;8;2;50;0;0;0;0;0;300;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;100;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851-10341108445-D;21;308
20530;8;2;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851-10341108445-D;21;308
20532;8;2;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;500;0;0;0;0;0;0;0;851-10341108445-D;21;308
20546;3;1;240;0;0;20;0;400;150;10;30;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;50;100;20;0;0;0;0;0;0;0;0;0;0;100;0;2100;0;0;0;2700;0;0;0;0;0;0;0;0;0;0;0;0;313-05208225457-A;13;214
20547;3;1;30;150;0;20;0;10;250;5;0;0;488;0;100;0;0;0;0;0;20;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;170;350;0;0;0;0;0;0;0;313-05208225457-A;13;214
20548;3;1;40;50;0;0;0;45;150;5;0;0;262;0;100;0;0;4;0;0;0;0;100;0;0;100;100;20;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;400;0;0;0;0;0;0;0;313-05208225457-A;13;214
20549;3;1;50;200;0;0;0;150;85;5;0;0;0;0;0;0;200;0;0;0;0;0;250;0;0;0;0;100;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;313-05208225457-A;13;214
