folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;s10b_13_15;s10b_13_16;s10b_13_17;upm;estrato;factor
4179;6;1;0;0;120;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;200;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;200;0;0;0;0;0;0;0;613-02980626783-A;13;175
4184;7;1;50;150;0;0;0;0;100;280;30;0;0;0;400;100;700;0;0;500;40;0;200;0;0;100;0;150;0;100;0;600;600;200;0;0;0;10;40;0;0;0;0;200;200;0;0;0;0;220;1700;0;1000;0;0;650;0;0;714-05228899876-A;14;441
4190;7;1;30;50;0;0;0;10;30;0;25;0;0;0;0;50;300;0;100;0;0;0;0;0;0;0;0;50;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05233006500-A;13;486
4192;7;1;50;360;0;0;50;50;40;50;0;0;45;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;199;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;713-05214295299-A;13;584
4202;7;1;40;85;0;10;0;0;60;25;15;0;180;0;0;30;40;0;50;0;40;85;15;0;0;0;0;100;150;280;0;320;250;300;150;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;100;0;0;0;0;0;0;0;713-05233006500-A;13;486
4203;7;1;50;500;0;60;0;0;30;0;0;0;0;0;0;0;200;0;0;100;0;0;50;0;0;0;0;80;20;0;0;0;0;0;0;0;0;0;42;0;0;382;0;0;0;0;382;0;0;0;100;0;0;0;0;0;0;0;714-05228899876-A;14;441
4207;7;1;50;0;0;20;1000;0;30;10;0;0;0;0;0;300;1000;0;600;200;50;0;50;0;0;0;400;200;280;120;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;70000;0;0;0;0;0;0;0;0;0;0;0;0;714-05228899876-A;14;441
4211;7;1;80;200;0;0;0;0;20;0;50;0;0;230;120;300;600;120;130;300;10;20;100;0;0;0;0;250;0;120;0;0;200;100;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;714-05259664509-A;14;481
4218;1;1;50;100;0;225;0;0;50;15;0;0;0;0;20;0;0;0;0;15;0;0;10;0;0;0;0;70;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-04152467277-A;12;210
4219;1;1;50;70;0;0;0;0;25;15;30;0;0;40;40;0;0;0;0;0;10;0;12;0;0;0;20;200;0;120;0;0;0;0;0;0;0;0;0;20;40;0;100;0;50;0;0;0;0;150;300;0;0;0;0;0;0;0;112-04152467277-A;12;210
4220;1;1;100;250;0;0;0;0;50;15;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;112-04152467277-A;12;210
4221;1;1;100;250;0;30;0;0;90;150;25;0;0;0;50;0;0;0;0;20;15;0;25;0;0;0;0;200;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;32;0;300;0;0;0;0;0;0;0;112-04152467277-A;12;210
4228;7;1;0;0;0;0;0;0;20;5;0;0;10;20;10;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;250;0;0;0;0;0;0;0;713-05233006500-A;13;486
4270;7;1;128;360;480;175;150;120;100;30;35;0;200;0;100;0;100;0;250;44;5;900;480;0;0;0;0;900;210;175;0;900;300;0;0;0;0;0;0;0;600;0;0;50;0;0;4200;0;0;200;300;0;0;0;0;870;480;0;714-05228899876-A;14;441
4275;7;1;12;200;0;300;80;0;30;16;0;0;100;0;150;0;0;0;0;0;12;0;20;0;0;0;0;100;0;0;0;150;300;0;0;0;0;0;0;0;0;0;0;120;150;0;0;0;0;360;800;0;0;0;0;0;0;0;714-05228899876-A;14;441
4356;9;1;250;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;100;0;0;0;250;250;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;911-01210418242-A;11;86
4359;7;1;50;200;0;300;0;0;200;0;25;0;0;0;0;50;300;0;150;80;0;0;50;0;0;0;0;150;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0;0;0;0;713-05203009183-A;13;486
4361;1;1;15;10;0;0;0;0;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;112-00418882733-A;12;210
4365;7;1;10;0;0;0;0;0;35;80;0;0;0;0;0;0;0;0;80;150;0;0;96;0;0;0;0;80;0;50;0;0;0;0;0;0;0;0;0;0;0;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;713-05235060491-A;13;449
4487;7;1;50;400;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;150;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05203009183-A;13;486
4488;7;1;0;50;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05203009183-A;13;486
4492;7;1;0;300;0;0;0;0;30;50;30;0;0;0;100;0;0;0;0;0;0;100;50;0;0;0;0;50;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;1000;0;0;0;0;0;0;0;712-05201796441-A;12;398
4493;7;1;17;200;120;0;0;0;100;30;0;0;0;0;0;30;20;0;0;0;0;0;0;0;0;0;0;110;20;0;0;0;200;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481;0;0;712-05201796441-A;12;398
4506;7;1;0;120;120;0;0;0;35;0;30;0;0;0;60;15;30;15;10;30;0;0;10;0;0;0;0;50;0;245;0;400;0;200;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;200;500;0;20;0;0;0;0;0;712-05201796441-A;12;398
4511;5;1;50;500;0;25;0;100;30;150;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;0;350;0;0;0;0;0;180;0;0;0;0;0;0;0;513-00376775611-A;13;402
4518;1;1;50;50;0;120;300;0;120;20;50;0;0;0;350;0;300;0;400;50;60;250;30;0;220;0;400;200;20;155;0;50;80;0;0;0;0;0;0;200;0;0;0;0;350;0;0;0;0;190;800;50;0;0;0;1400;0;0;114-04181160807-A;14;467
4519;1;1;0;50;0;10;0;10;50;20;30;0;0;0;0;0;400;0;0;100;0;20;0;0;0;0;200;400;0;0;0;0;150;0;0;0;0;0;0;50;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;114-04181160807-A;14;467
4520;1;1;0;0;0;0;0;0;60;15;50;0;0;0;0;0;340;0;60;50;20;0;0;300;0;0;0;200;0;0;0;0;200;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114-04181160807-A;14;467
4521;1;1;48;150;0;0;60;0;45;40;30;0;0;0;0;0;0;0;0;100;40;0;0;0;0;0;0;200;0;155;0;0;300;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;50;1200;0;0;114-04181160807-A;14;467
4524;1;1;10;20;0;0;0;5;20;7;20;0;0;0;0;0;0;0;0;30;10;0;0;0;0;0;100;150;0;0;0;100;0;140;0;0;0;0;0;180;0;0;80;0;0;0;0;0;0;0;400;0;0;0;0;36;0;0;113-04176930844-A;13;205
4525;1;1;0;10;0;0;0;0;10;7;0;0;0;0;80;0;0;0;0;0;6;0;0;0;0;0;0;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;120;9600;0;0;0;180;350;0;0;0;0;100;0;0;113-04176930844-A;13;205
4526;1;1;0;0;0;20;0;0;20;10;20;0;0;0;0;0;200;0;200;0;0;0;0;2000;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113-04176930844-A;13;205
4527;1;1;17;100;0;0;0;5;30;14;20;0;0;0;300;0;0;0;0;20;10;0;0;0;0;0;100;150;0;0;0;0;0;180;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;113-04176930844-A;13;205
4528;1;1;100;90;0;100;20;0;150;200;60;0;0;0;35;0;0;0;0;0;0;0;10;0;0;0;0;150;142;0;0;200;0;0;0;0;30;0;16;0;0;0;0;0;0;1650;0;0;0;0;300;50;0;0;0;0;0;0;113-00418695355-A;13;205
4535;1;1;40;0;0;45;0;0;30;50;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;38;0;20;0;0;0;0;0;150;0;0;0;0;0;0;0;112-00418882733-A;12;210
4540;7;1;30;0;0;0;0;0;50;0;0;0;0;200;300;0;0;0;500;300;0;0;0;0;0;0;250;0;0;0;0;100;300;200;100;0;200;100;0;0;0;0;0;400;200;0;0;0;0;500;600;0;0;0;0;0;0;0;713-05235060491-A;13;449
4543;6;1;30;120;100;5;90;0;50;15;20;0;0;0;120;0;150;0;0;80;0;0;0;0;0;0;200;150;0;0;0;70;150;0;0;0;0;0;0;80;0;45;0;0;30;0;0;0;0;120;90;60;0;0;0;0;0;0;614-02980979807-A;14;191
4581;6;1;0;25;0;0;0;0;10;127;0;0;0;0;120;0;50;0;0;30;0;0;20;0;0;0;150;40;0;10;0;0;0;0;0;0;0;0;0;0;0;0;30;0;200;450;0;0;0;400;300;0;60;0;0;0;0;0;614-02976446272-A;14;191
4582;6;1;0;30;0;0;0;0;100;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;400;20;0;0;0;0;0;0;0;0;0;0;240;2000;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;614-02976446272-A;14;191
4583;6;1;0;20;0;0;0;10;15;0;15;0;0;10;10;0;200;15;0;30;0;80;0;0;0;0;0;25;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;614-02976446272-A;14;191
4584;6;1;60;200;0;5;200;20;20;7;0;0;0;30;60;0;0;0;0;0;0;0;0;0;0;0;0;50;15;0;0;0;0;0;0;0;0;0;0;0;0;600;140;0;300;0;0;0;0;350;200;0;60;0;0;0;200;0;614-02976446272-A;14;191
4589;1;1;10;15;0;5;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;50;10;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;0;0;0;0;0;0;0;112-04190828218-A;12;210
4596;1;1;16;35;0;0;0;0;25;5;0;0;0;0;0;0;0;0;0;10;0;0;20;0;0;0;0;150;0;182;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-04190828218-A;12;210
4598;7;1;30;0;0;0;0;0;20;0;50;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;15;150;0;0;0;300;0;0;0;0;3000;800;0;0;0;0;0;0;0;0;0;0;1000;6000;0;0;0;0;0;0;714-05232098520-A;14;481
4607;9;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;12;0;0;0;0;40;0;0;0;200;30;100;0;0;0;0;0;300;0;0;0;0;80;0;0;0;0;0;50;0;0;0;0;0;0;0;911-01210418242-A;11;86
4613;9;1;20;0;0;0;0;0;80;0;0;0;0;0;420;0;0;0;50;0;0;0;0;0;0;0;300;140;0;0;0;450;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;911-01210418242-A;11;86
4621;9;1;40;0;0;700;0;10;50;0;0;1000;0;0;0;0;48;0;48;0;100;0;0;0;0;0;400;0;0;0;0;200;0;0;0;30;0;0;0;0;370;0;0;0;1000;28800;0;0;0;0;0;0;0;0;0;0;0;0;911-01210418242-A;11;86
4622;9;1;30;500;0;0;0;0;150;0;40;0;0;0;0;0;50;0;50;0;0;0;60;0;0;0;300;0;0;0;0;0;35;20;0;0;0;0;0;0;0;0;0;0;0; ;0;800;0;0;0;0;0;0;0;0;0;0;911-01210418242-A;11;86
4623;7;1;50;150;0;0;350;300;150;270;100;0;0;0;200;300;500;0;300;200;30;0;200;500;0;500;300;300;150;150;0;300;500;700;350;0;70;0;40;370;220;0;0;190;75;36000;0;0;0;0;0;0;0;0;0;3000;0;0;714-05228899876-A;14;441
4628;7;1;70;50;50;0;500;0;50;0;0;0;600;100;200;100;0;0;200;300;0;0;30;0;0;0;0;200;50;0;0;0;200;1500;0;0;50;0;40;0;0;0;0;0;0;0;0;150;0;0;50;0;0;0;0;0;0;0;714-05228899876-A;14;441
4637;9;1;60;0;0;0;0;25;80;150;0;0;0;20;165;0;200;0;100;0;20;0;100;0;0;0;150;400;0;0;0;100;200;300;0;0;0;0;0;0;0;0;100;0;500;0;11040;0;0;350;500;0;0;0;0;0;0;0;912-12106512057-A;12;68
4644;9;1;60;0;0;0;0;0;50;0;0;0;0;0;120;0;0;0;0;50;0;0;20;0;0;0;64;20;0;0;0;50;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;700;450;0;0;0;0;0;0;0;912-12106512057-A;12;68
4734;7;1;0;30;30;0;0;0;0;95;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;711-05281125414-A;11;369
4738;6;1;45;30;0;0;0;30;35;7;0;0;0;0;60;0;0;0;0;0;0;150;0;0;0;0;400;60;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;80;13000;0;0;0;250;180;0;0;0;0;0;0;0;614-02980979807-A;14;191
4739;6;1;60;70;0;0;0;20;40;7;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;300;280;0;0;0;0;0;0;0;614-02980979807-A;14;191
4744;4;1;15;40;0;0;0;0;20;0;12;0;0;0;0;50;200;0;0;0;0;0;80;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;413-00478751082-A;13;216
4745;4;1;15;60;0;0;0;5;20;0;0;0;0;0;0;25;15;0;0;20;0;60;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413-00478751082-A;13;216
4746;4;1;70;50;0;20;0;30;50;0;0;0;0;0;180;0;80;0;0;0;0;200;0;0;0;0;0;300;50;0;0;180;250;180;0;0;0;0;0;0;300;1800;400;0;0;0;0;0;0;450;800;380;0;100;0;280;0;250;413-00478751082-A;13;216
4747;4;1;100;150;0;0;0;0;60;150;0;0;0;0;20;0;0;0;0;0;0;0;0;1500;0;45;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;0;0;300;0;0;0;0;250;0;0;413-00478751082-A;13;216
4757;7;1;150;50;0;0;0;0;100;20;0;0;200;0;200;0;0;0;0;300;10;0;22;0;0;0;200;60;0;0;0;0;120;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;400;500;100;0;0;0;100;0;0;713-05269040303-A;13;486
4821;5;1;0;80;0;0;0;0;0;0;0;0;0;0;20;30;100;0;0;0;16;0;0;0;0;0;0;50;20;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;513-00376775611-A;13;402
4823;5;1;30;280;220;20;40;0;30;10;12;0;0;0;50;0;150;0;0;30;40;0;0;0;0;0;0;200;50;0;0;0;450;300;80;90;100;0;0;0;290;250;95;0;120;0;0;0;0;360;730;250;0;0;0;0;0;0;513-00376775611-A;13;402
4831;1;1;50;100;0;0;0;4;10;0;0;0;0;0;0;0;20;0;0;10;10;0;0;0;0;0;0;50;0;50;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-04190828218-A;12;210
4834;6;1;0;100;100;0;0;0;20;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;30;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;613-02980626783-A;13;175
4838;7;1;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;100;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05269040303-A;13;486
4843;7;1;25;40;0;5;0;0;37;18;0;0;0;0;50;70;0;0;0;0;45;0;0;0;0;0;200;200;200;195;0;0;400;0;0;0;0;0;0;200;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05235060491-A;13;449
4849;9;1;50;0;0;0;0;0;40;20;0;0;0;0;50;0;0;0;30;0;0;0;0;0;0;0;55;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;200;0;0;0;0;0;0;0;913-01213453172-A;13;107
4852;9;1;50;50;0;0;0;0;30;300;0;0;0;0;100;0;0;0;30;0;15;0;0;0;0;0;0;100;0;0;0;150;0;0;0;0;0;0;0;180;0;0;0;0;30;0;0;0;0;250;200;0;0;0;0;0;0;0;913-01213453172-A;13;107
4857;9;1;35;0;0;0;0;0;60;150;0;0;0;0;0;350;450;250;600;350;30;0;0;0;2100;0;600;300;0;150;0;0;350;250;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;913-01213453172-A;13;107
4858;9;1;50;0;0;0;0;0;60;30;0;0;0;0;150;200;280;150;300;0;0;0;0;0;0;0;300;200;0;120;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;250;300;0;0;0;0;0;0;0;913-01213453172-A;13;107
4868;6;1;0;100;0;0;0;0;40;50;0;0;0;0;0;40;80;0;0;0;30;0;0;0;0;0;0;300;0;83;0;300;200;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3900;0;0;614-02976446272-A;14;191
4872;7;1;50;200;0;0;0;0;30;0;0;0;0;0;300;300;400;0;300;200;0;0;0;0;0;0;0;960;250;250;0;0;500;0;200;0;0;0;0;0;0;0;200;0;0;0;0;0;0;300;250;0;0;0;0;4000;0;0;713-05235060491-A;13;449
4878;6;1;5;30;60;2,5;10;0;0;0;0;0;0;0;2;0;200;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613-02984726619-A;13;175
4879;6;1;30;100;0;0;100;0;20;200;50;0;0;0;0;15;0;0;0;20;25;0;10;0;0;0;0;50;10;40;0;500;200;200;0;0;150;0;0;0;0;0;500;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;613-02984726619-A;13;175
4880;6;1;100;50;0;0;0;0;200;10;60;0;0;0;30;0;0;0;0;80;10;0;20;0;0;0;0;0;0;160;0;200;0;0;0;0;100;0;200;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;500;2000;0;613-02984726619-A;13;175
4881;6;1;30;20;0;600;200;0;100;10;70;0;0;60;100;0;200;0;100;0;30;60;100;0;0;600;350;100;0;160;0;1000;300;300;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;4000;500;0;613-02984726619-A;13;175
4888;1;1;50;0;0;30;0;0;60;21;0;0;0;0;300;0;0;0;200;0;0;0;0;0;0;0;150;300;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;500;2000;0;0;0;0;400;0;0;112-04190828218-A;12;210
4896;6;1;25;180;0;0;0;0;60;210;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02976446272-A;14;191
4973;7;1;25;40;0;0;0;0;50;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;10;0;0;0;280;140;0;0;0;0;500;0;200;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;714-05259664509-A;14;481
4978;7;1;30;60;0;0;0;30;15;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;500;0;0;0;0;0;0;0;711-05281125414-A;11;369
4986;7;1;35;260;0;0;0;4;20;10;0;0;160;0;840;0;0;0;0;80;0;0;0;0;0;20;0;200;0;109;0;400;500;200;470;0;0;0;0;0;100;500;200;0;300;550;30;0;0;300;350;0;0;0;0;0;0;0;711-05281125414-A;11;369
4994;7;1;140;32;0;0;0;0;10;32;0;0;20;0;80;0;0;0;0;20;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;60;250;0;0;0;0;0;0;0;711-05281125414-A;11;369
5001;9;1;150;0;0;0;0;0;200;300;150;800;500;0;0;150;400;0;300;0;20;1000;80;0;0;0;350;300;250;150;1500;700;1500;200;300;0;300;0;0;510;0;0;0;0;0;5000;0;0;0;300;100;0;0;0;0;0;0;0;913-01213453172-A;13;107
5006;9;1;20;10;0;0;0;0;50;10;50;0;0;0;200;100;0;0;0;0;0;0;10;0;0;0;180;120;0;0;0;120;120;0;0;0;0;1100;0;120;0;0;48;180;60;0;0;0;0;1100;300;0;0;0;0;0;0;0;913-01213453172-A;13;107
5014;9;1;20;100;0;0;0;0;30;14;10;0;50;100;110;0;0;0;0;0;0;0;10;0;0;0;0;20;0;0;0;100;100;0;0;0;0;0;0;0;0;0;230;0;100;0;0;0;0;260;140;10;0;0;0;0;0;0;913-01213453172-A;13;107
5021;9;1;150;0;0;0;0;0;50;120;15;0;0;0;0;0;0;0;0;30;15;0;30;0;0;0;60;30;0;125;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;911-01210418242-A;11;86
5026;6;1;50;200;0;30;300;0;50;40;45;0;0;700;400;0;0;0;0;100;50;0;0;0;0;0;0;400;200;100;0;0;0;300;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02976446272-A;14;191
5240;6;1;15;30;0;0;0;20;25;20;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;20;15;0;0;50;0;0;0;0;0;0;0;0;20;0;0;0;50;0;0;0;0;20;120;120;0;0;0;0;0;0;614-02980979807-A;14;191
5245;4;1;10;20;90;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;0;0;413-00475283915-A;13;216
5246;4;1;25;50;40;5;0;0;20;10;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;40;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;400;200;20;0;0;0;0;0;0;413-00475283915-A;13;216
5261;6;1;50;100;0;20;150;30;40;30;0;0;0;0;150;0;0;0;0;30;20;0;0;0;0;0;0;200;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02976446272-A;14;191
5264;6;1;150;10;0;0;0;0;300;0;0;0;0;0;0;0;250;0;20;120;0;0;0;600;0;0;150;500;0;150;60;0;120;0;200;60;300;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4250;0;0;614-02973657216-A;14;209
5267;4;1;0;50;20;0;0;0;15;20;0;0;0;0;30;0;0;0;0;0;20;0;0;0;0;0;2480;0;0;0;0;0;0;60;70;0;0;0;0;0;0;0;20;0;0;0;0;0;0;80;700;0;0;0;0;0;0;0;413-00475283915-A;13;216
5276;6;1;18;984;0;0;0;0;30;24;45;0;168;0;75;0;0;0;0;150;40;100;150;0;0;0;0;230;259;0;0;0;150;200;200;0;10;0;0;0;0;450;0;650;0;46600;0;0;0;0;500;60;0;3000;2550;0;0;0;614-02972668226-A;14;191
5281;6;1;200;300;0;0;0;0;100;50;50;0;0;0;50;0;0;10;80;70;0;90;60;0;0;0;2100;60;0;121;0;0;0;0;0;0;0;0;0;275;140;0;400;0;0;0;0;0;0;0;0;0;0;0;0;440;100;0;614-02972668226-A;14;191
5288;6;1;100;50;0;0;0;0;50;0;0;0;0;0;120;0;0;0;0;0;0;0;5;0;0;0;0;30;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;600;0;0;0;0;0;0;0;613-02984726619-A;13;175
5289;6;1;0;50;0;0;0;0;50;0;20;0;0;0;20;0;7;0;0;2;0;0;2;0;0;0;0;40;0;25;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;50;0;0;613-02984726619-A;13;175
5290;6;1;0;0;0;0;0;0;50;0;20;0;0;0;0;0;0;0;0;0;10;50;0;0;0;0;0;50;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;200;0;613-02984726619-A;13;175
5291;6;1;0;80;32;0;0;0;0;0;10;0;0;0;6;5;0;0;0;0;0;0;5;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613-02984726619-A;13;175
5293;7;1;100;400;0;0;0;0;50;25;40;0;600;0;200;0;500;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4600;0;0;0;0;0;0;0;0;0;3100;0;0;713-05197451593-A;13;486
5294;7;1;100;420;0;0;500;20;30;30;0;0;835;0;100;0;0;0;200;100;0;0;100;700;0;0;0;400;0;0;0;0;500;0;0;0;90;0;0;0;1300;0;300;0;0;0;1050;0;0;0;0;0;0;400;0;0;0;0;713-05197451593-A;13;486
5296;7;1;35;100;0;0;20;10;53;0;0;0;0;0;18;30;300;50;0;50;60;80;200;200;0;0;0;150;0;35;0;0;0;0;0;0;45;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;714-05228899876-A;14;441
