folio;depto;area;s09a_01;s09a_02;s09a_03;s09a_04;s09a_05;s09a_06;s09a_07;s09a_08;s09a_09;s09b_10;s09b_11;s09b_12;s09b_13;s09b_14;s09b_15;s09b_16;upm;estrato;factor
43042;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
43043;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-06033288925-A;13;221
43044;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;223-06033288925-A;13;221
43045;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;223-06033288925-A;13;221
43066;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
43067;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-06033288925-A;13;221
43068;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
43069;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
43092;4;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
43094;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
43097;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
43099;3;2;1;1;1;1;1;1;1;2;2; ; ; ; ; ; ; ;352-05308235099-D;21;491
43102;3;2;1;2;1;1;1;2;1;1;1;1;1;1;1;2;2;2;352-05308235099-D;21;491
43108;3;2;1;2;1;1;2;1;1;2;2; ; ; ; ; ; ; ;352-05308235099-D;21;491
43110;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;352-05308235099-D;21;491
43117;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;242-05452297802-A;22;686
43118;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;242-05452297802-A;22;686
43119;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;242-05452297802-A;22;686
43120;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;242-05452297802-A;22;686
43123;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;352-05308235099-D;21;491
43126;3;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;352-05308235099-D;21;491
43129;3;2;2;2;2;2;1;1;2;2;2; ; ; ; ; ; ; ;352-05308235099-D;21;491
43134;3;2;2;2;2;2;1;1;2;2;2; ; ; ; ; ; ; ;352-05308235099-D;21;491
43177;7;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;711-05228856890-A;11;316
43182;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-00599807020-A;13;221
43183;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-00599807020-A;13;221
43187;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-00599807020-A;13;221
43190;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-00599807020-A;13;221
43197;7;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;743-06296200980-A;23;429
43198;7;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;743-06296200980-A;23;429
43199;7;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;743-06296200980-A;23;429
43200;7;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;743-06296200980-A;23;429
43206;3;1;1;1;2;2;1;1;2;2;1;2;2;1;1;2;2;2;312-05176561727-A;12;189
43267;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;231-07305617089-A;11;190
43268;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;231-07305617089-A;11;190
43269;2;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;231-07305617089-A;11;190
43270;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;231-07305617089-A;11;190
43284;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;233-06989346848-A;13;221
43285;2;1;1;2;1;1;2;1;2;2;1;1;1;2;2;2;2;2;233-06989346848-A;13;221
43294;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;233-06989346848-A;13;221
43299;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;231-07305617089-A;11;190
43300;2;1;1;1;1;2;2;2;2;2;2; ; ; ; ; ; ; ;231-07305617089-A;11;190
43301;2;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;231-07305617089-A;11;190
43302;2;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;231-07305617089-A;11;190
43316;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;612-02984001266-A;12;127
43318;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;231-07305617089-A;11;190
43319;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;231-07305617089-A;11;190
43320;2;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;231-07305617089-A;11;190
43321;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;231-07305617089-A;11;190
43339;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-00599807020-A;13;221
43340;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-00599807020-A;13;221
43350;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-00599807020-A;13;221
43353;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;223-00599807020-A;13;221
43357;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05256313121-A;13;486
43361;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-03908697695-A;13;486
43366;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05236363345-A;14;225
43367;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05236363345-A;14;225
43368;6;2;1;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;651-02846831597-D;21;134
43373;6;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;651-02846831597-D;21;134
43377;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;651-02846831597-D;21;134
43381;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;651-02846831597-D;21;134
43384;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;732-06061140518-A;12;398
43387;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;732-06061140518-A;12;398
43389;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-06061140518-A;12;398
43444;6;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;651-02846831597-D;21;134
43447;6;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;651-02846831597-D;21;134
43451;6;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;651-02846831597-D;21;134
43456;6;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-02846831597-D;21;134
43459;4;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;414-04764350074-A;14;367
43460;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;414-04764350074-A;14;367
43461;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;414-04764350074-A;14;367
43462;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;414-04764350074-A;14;367
43476;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-02846831597-D;21;134
43480;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-02846831597-D;21;134
43483;6;2;1;2;1;2;2;2;2;1;2; ; ; ; ; ; ; ;651-02846831597-D;21;134
43487;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-02846831597-D;21;134
43490;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;711-05228856890-A;11;316
43493;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00478751082-A;13;216
43520;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;242-05452297802-A;22;686
43521;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;242-05452297802-A;22;686
43522;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;242-05452297802-A;22;686
43523;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;242-05452297802-A;22;686
43530;5;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;544-03954780309-A;24;354
43533;5;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;544-03954780309-A;24;354
43535;5;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;544-03954780309-A;24;354
43542;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;612-02984001266-A;12;127
43545;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-03908697695-A;13;486
43557;4;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;411-00478891711-A;11;154
43559;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;411-00478891711-A;11;154
43564;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;411-00478891711-A;11;154
43570;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;411-00478891711-A;11;154
43573;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06134601505-A;13;241
43574;2;1;1;2;1;2;1;1;2;2;1;2;1;2;1;1;2;2;263-06134601505-A;13;241
43576;2;1;1;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;263-06134601505-A;13;241
43585;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;312-05186916783-A;12;189
43589;9;2;1;2;1;1;2;1;2;2;1;1;1;2;1;2;2;2;953-11794712619-D;23;71
43590;9;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;953-11794712619-D;23;71
43591;9;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;953-11794712619-D;23;71
43593;9;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;953-11794712619-D;23;71
43608;9;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;932-01146873391-A;12;68
43609;9;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;932-01146873391-A;12;68
43618;9;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;932-01146873391-A;12;68
43625;9;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;932-01146873391-A;12;68
43632;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05258499535-A;14;207
43646;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-03908697695-A;13;486
43647;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-03908697695-A;13;486
43648;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-03908697695-A;13;486
43649;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-03908697695-A;13;486
43658;8;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;821-01105716595-A;11;133
43663;8;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;821-01105716595-A;11;133
43669;8;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;1;821-01105716595-A;11;133
43674;8;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;822-11054333943-A;12;246
43680;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;144-03013745813-A;24;120
43685;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;144-03013745813-A;24;120
43688;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;711-05228856890-A;11;316
43691;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;144-03013745813-A;24;120
43694;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;711-05228856890-A;11;316
43696;7;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;711-05228856890-A;11;316
43698;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;711-05228856890-A;11;316
43700;7;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;711-05228856890-A;11;316
43707;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;144-03013745813-A;24;120
43712;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;144-03013745813-A;24;120
43718;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-06061140518-A;12;398
43719;7;1;1;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;732-06061140518-A;12;398
43730;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-06061140518-A;12;398
43735;2;2;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;242-06786218201-D;22;634
43740;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-06061140518-A;12;398
43741;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-06061140518-A;12;398
43746;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;732-06061140518-A;12;398
43753;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;932-01146873391-A;12;68
43755;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;932-01146873391-A;12;68
43788;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;351-05195551095-D;21;491
43793;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43794;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43795;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;351-05195551095-D;21;491
43845;3;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43848;3;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;351-05195551095-D;21;491
43852;3;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;351-05195551095-D;21;491
43857;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43859;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03017491496-A;13;175
43860;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;624-03014715737-A;14;191
43862;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
43865;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
43868;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
43871;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
43885;3;2;1;2;2;2;2;1;2;1;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43888;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43890;3;2;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43893;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05195551095-D;21;491
43895;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;411-00478891711-A;11;154
43900;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-03908697695-A;13;486
43901;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-03908697695-A;13;486
43903;1;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;144-03013745813-A;24;120
43910;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-06049173400-A;11;206
43919;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-06049173400-A;11;206
43920;2;1;2;2;1;2;2;2;1;1;1;1;2;2;1;1;1;2;221-06049173400-A;11;206
43921;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;221-06049173400-A;11;206
44048;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;624-03014715737-A;14;191
44052;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;624-03014715737-A;14;191
44054;7;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;723-03908697695-A;13;486
44061;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-03908697695-A;13;486
44062;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-03908697695-A;13;486
44063;7;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;723-03908697695-A;13;486
44117;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05209708908-A;13;214
44139;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;313-05261083010-A;13;214
44149;3;1;1;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ;313-05261083010-A;13;214
44153;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;144-03013745813-A;24;120
44155;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;144-03013745813-A;24;120
44160;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;144-03013745813-A;24;120
44162;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;144-03013745813-A;24;120
44167;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;624-03014715737-A;14;191
44172;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
44179;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;262-06100122895-A;12;198
44186;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06100122895-A;12;198
44187;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06100122895-A;12;198
44200;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;221-06049173400-A;11;206
44209;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;221-06049173400-A;11;206
44219;2;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;221-06049173400-A;11;206
44220;5;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;552-04472707994-D;22;701
44223;5;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;552-04472707994-D;22;701
44226;5;2;1;2;1;1;2;2;1;2;2; ; ; ; ; ; ; ;552-04472707994-D;22;701
44229;5;2;2;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;552-04472707994-D;22;701
44232;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;313-05261083010-A;13;214
44233;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05261083010-A;13;214
44238;7;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;743-06296200980-A;23;429
44239;7;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;743-06296200980-A;23;429
44240;7;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;743-06296200980-A;23;429
44241;7;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;743-06296200980-A;23;429
44253;4;2;1;1;1;1;2;2;1;1;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
44255;4;2;1;1;2;1;1;1;1;1;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
44256;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
44262;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;451-04894774338-D;21;256
44270;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-06061140518-A;12;398
44276;3;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;342-05071781923-A;22;1580
44277;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;342-05071781923-A;22;1580
44280;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;144-03013745813-A;24;120
44344;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44349;6;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44352;6;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44354;6;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44358;6;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44360;6;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44362;6;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44472;6;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44474;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44476;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03303771361-D;21;134
44478;6;2;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;651-03303771361-D;21;134
44544;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;144-03013745813-A;24;120
44672;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;142-03966234844-D;22;388
44677;1;2;1;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;142-03966234844-D;22;388
44683;1;2;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;142-03966234844-D;22;388
44686;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;142-03966234844-D;22;388
44690;1;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;142-03966234844-D;22;388
44692;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;142-03966234844-D;22;388
44695;1;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;142-03966234844-D;22;388
44700;1;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;142-03966234844-D;22;388
44703;1;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;142-03966234844-D;22;388
44707;1;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;142-03966234844-D;22;388
44714;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;142-03966234844-D;22;388
44716;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;142-03966234844-D;22;388
44719;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;342-05071781923-A;22;1580
44854;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;624-03014715737-A;14;191
44863;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;612-02984001266-A;12;127
44867;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;313-05261083010-A;13;214
44872;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;313-05261083010-A;13;214
44938;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;612-02984001266-A;12;127
44975;8;1;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;821-01105716595-A;11;133
44980;8;1;1;1;2;1;2;1;2;2;1;2;2;1;2;1;2;2;822-11029648998-A;12;246
45013;3;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;342-05071781923-A;22;1580
45017;3;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;342-05071781923-A;22;1580
45023;3;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;342-05071781923-A;22;1580
45067;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05241338778-A;14;207
45068;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05241338778-A;14;207
45069;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05241338778-A;14;207
45070;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05241338778-A;14;207
45164;2;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;223-00599607593-A;13;221
45168;2;1;1;2;2;2;2;1;2;2;1;2;2;2;1;2;2;2;223-00599607593-A;13;221
45172;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-00599607593-A;13;221
45173;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-00599607593-A;13;221
45177;3;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;342-05071781923-A;22;1580
45184;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;342-05071781923-A;22;1580
45185;2;2;1;2;2;1;1;1;2;2;2; ; ; ; ; ; ; ;242-06786218201-D;22;634
45186;2;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;242-06786218201-D;22;634
45187;2;2;2;2;2;1;2;2;1;2;1;2;1;2;2;2;2;2;242-06786218201-D;22;634
45188;2;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;242-06786218201-D;22;634
45195;4;2;1;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;452-03720211598-D;21;256
45202;4;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
45203;4;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
45204;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
45224;3;2;1;2;1;1;1;1;1;1;2; ; ; ; ; ; ; ;351-05002010238-D;21;491
45226;6;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;612-02984001266-A;12;127
45231;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;242-06318875171-D;22;686
45236;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;242-06318875171-D;22;686
45242;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;242-06318875171-D;22;686
45248;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;242-06318875171-D;22;686
45254;3;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;351-05002010238-D;21;491
45259;3;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;314-05216107225-A;14;207
45263;6;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;642-02875653107-D;22;233
45266;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05238951252-A;14;207
45267;6;2;1;2;1;1;2;1;1;2;2; ; ; ; ; ; ; ;642-02875653107-D;22;233
45269;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;312-05176561727-A;12;189
45271;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06075515828-A;13;221
45273;2;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;263-06070345828-A;13;265
45274;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06070345828-A;13;265
45286;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06070345828-A;13;265
45289;2;1;1;2;2;2;1;1;2;2;1;2;2;1;1;2;2;2;263-06070345828-A;13;265
