folio;depto;area;s09a_01;s09a_02;s09a_03;s09a_04;s09a_05;s09a_06;s09a_07;s09a_08;s09a_09;s09b_10;s09b_11;s09b_12;s09b_13;s09b_14;s09b_15;s09b_16;upm;estrato;factor
85752;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;452-04588078689-D;22;213
85758;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;712-05198571119-A;12;398
85761;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05206211831-A;13;530
85767;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05206211831-A;13;530
85954;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;833-08622376111-A;13;243
85955;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;833-08622376111-A;13;243
85956;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;833-08622376111-A;13;243
85957;8;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;833-08622376111-A;13;243
85994;6;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;623-03365357789-A;13;175
86000;2;2;1;2;2;1;2;2;1;2;1;1;1;2;2;2;2;2;241-05932212018-A;21;854
86006;2;2;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;241-05932212018-A;21;854
86010;2;2;1;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ;241-05932212018-A;21;854
86012;2;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;241-05932212018-A;21;854
86167;7;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;731-05291609719-A;11;369
86168;7;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;731-05291609719-A;11;369
86169;7;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;731-05291609719-A;11;369
86182;7;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;731-05291609719-A;11;369
86185;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;722-05511147506-A;12;398
86194;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;722-05511147506-A;12;398
86198;7;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
86201;7;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
86255;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00628969369-A;14;252
86256;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-00628969369-A;14;252
86257;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00628969369-A;14;252
86258;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00628969369-A;14;252
86273;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;912-12137205116-A;12;68
86275;9;1;2;2;2;1;2;1;2;1;2; ; ; ; ; ; ; ;912-12137205116-A;12;68
86279;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;913-01211217101-A;13;107
86280;9;1;1;2;1;1;2;1;2;2;1;1;1;2;1;1;2;2;913-01211217101-A;13;107
86281;9;1;2;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;913-01211217101-A;13;107
86282;9;1;1;2;2;1;1;1;1;2;2; ; ; ; ; ; ; ;913-01211217101-A;13;107
86293;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-05293443056-A;13;214
86294;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-05293443056-A;13;214
86299;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-05293443056-A;13;214
86306;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-05293443056-A;13;214
86317;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00524503380-A;14;207
86328;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-00631771453-A;12;182
86329;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-00631771453-A;12;182
86338;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-06143264248-A;13;221
86339;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06143264248-A;13;221
86340;2;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;213-06143264248-A;13;221
86341;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06143264248-A;13;221
86356;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630784873-A;13;221
86362;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630784873-A;13;221
86363;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630784873-A;13;221
86372;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630784873-A;13;221
86377;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06127980394-A;13;241
86380;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-06127980394-A;13;241
86385;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06127980394-A;13;241
86391;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-06127980394-A;13;241
86399;5;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;521-00255751080-A;11;413
86400;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
86404;5;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
86410;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
86415;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;213-00629945397-A;13;221
86416;2;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;213-00629945397-A;13;221
86417;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00629945397-A;13;221
86418;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00629945397-A;13;221
86431;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630027090-A;13;221
86432;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630027090-A;13;221
86433;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630027090-A;13;221
86434;2;1;2;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;213-00630027090-A;13;221
86455;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06088601725-A;13;221
86456;2;1;1;2;1;1;1;2;2;2;2; ; ; ; ; ; ; ;213-06088601725-A;13;221
86469;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;213-06088601725-A;13;221
86476;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-06105623267-A;14;252
86477;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-06105623267-A;14;252
86478;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-06105623267-A;14;252
86479;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-06105623267-A;14;252
86540;7;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;731-05291609719-A;11;369
86541;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;731-05291609719-A;11;369
86542;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05291609719-A;11;369
86543;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05291609719-A;11;369
86563;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-00630069834-A;14;252
86564;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-00630069834-A;13;221
86565;7;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;731-05291609719-A;11;369
86568;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;731-05291609719-A;11;369
86570;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05291609719-A;11;369
86574;3;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;323-05293443056-A;13;214
86580;3;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;323-05293443056-A;13;214
86586;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;722-05511147506-A;12;398
86587;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
86589;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;722-05511147506-A;12;398
86655;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00519224712-A;12;189
86656;3;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;322-00519224712-A;12;189
86657;3;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;322-00519224712-A;12;189
86658;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00519224712-A;12;189
86662;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;422-04102007998-A;12;178
86663;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
86664;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
86665;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
86679;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00519224712-A;12;189
86683;3;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;322-00519224712-A;12;189
86684;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00519224712-A;12;189
86685;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;322-00519224712-A;12;189
86686;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;251-05546366618-D;21;854
86691;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;251-05546366618-D;21;854
86696;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;251-05546366618-D;21;854
86703;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;251-05546366618-D;21;854
86762;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;212-06134266091-A;12;198
86763;2;1;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;212-06134266091-A;12;198
86764;2;1;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;212-06134266091-A;12;198
86765;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-06134266091-A;12;198
86769;3;1;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;314-05257592075-A;14;207
86773;2;2;1;2;2;1;1;1;1;2;2; ; ; ; ; ; ; ;251-05546366618-D;21;854
86774;2;2;1;1;2;1;1;1;1;1;1;2;1;2;1;1;1;1;251-05546366618-D;21;854
86775;2;2;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;251-05546366618-D;21;854
86776;2;2;1;2;1;1;1;1;1;2;2; ; ; ; ; ; ; ;251-05546366618-D;21;854
86787;5;2;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
86788;5;2;1;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;542-04824772066-D;22;701
86789;5;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
86790;5;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
86803;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630027090-A;13;221
86804;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630027090-A;13;221
86809;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630027090-A;13;221
86814;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630027090-A;13;221
86843;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-05254380931-A;14;207
86857;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-05242879072-A;14;207
86858;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-05242879072-A;14;207
86859;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-05242879072-A;14;207
86860;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-05242879072-A;14;207
86878;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-05242879072-A;14;207
86879;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-05242879072-A;14;207
86880;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-05242879072-A;14;207
86881;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-05242879072-A;14;207
86894;3;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;324-05242879072-A;14;207
86896;3;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;324-05242879072-A;14;207
86983;5;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
86984;5;2;1;2;1;1;2;1;1;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
86985;5;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;542-04824772066-D;22;701
86986;5;2;1;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;542-04824772066-D;22;701
87012;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87018;3;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87023;3;1;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87027;3;1;1;1;2;2;2;1;1;2;2; ; ; ; ; ; ; ;332-05075556194-A;12;189
87032;7;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05175697479-A;13;486
87037;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;913-01211217101-A;13;107
87038;9;1;1;2;1;1;1;1;1;1;2; ; ; ; ; ; ; ;913-01211217101-A;13;107
87039;9;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01211217101-A;13;107
87040;9;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;913-01211217101-A;13;107
87071;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;722-05309715645-A;12;398
87080;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05238800855-A;14;441
87085;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05238800855-A;14;441
87089;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05238800855-A;14;441
87092;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05238800855-A;14;441
87237;3;1;1;2;2;1;2;1;2;2;1;2;1;2;1;1;2;2;322-00519224712-A;12;189
87238;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00519224712-A;12;189
87239;3;1;1;1;1;1;2;1;2;2;1;1;1;2;2;1;2;2;322-00519224712-A;12;189
87240;3;1;1;2;2;1;2;1;2;2;1;2;1;2;2;2;2;2;322-00519224712-A;12;189
87372;4;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;444-05030862245-A;24;350
87376;4;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-05030862245-A;24;350
87377;4;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-05030862245-A;24;350
87378;4;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;444-05030862245-A;24;350
87379;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05505987387-A;13;486
87390;4;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;422-04102007998-A;12;178
87391;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
87392;4;1;1;2;2;2;2;1;1;1;2; ; ; ; ; ; ; ;422-04102007998-A;12;178
87393;4;1;1;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
87455;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;914-01212755694-A;14;76
87456;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;914-01212755694-A;14;76
87457;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;914-01212755694-A;14;76
87473;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;914-01212755694-A;14;76
87475;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;914-01213424876-A;14;76
87479;9;1;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;914-01213424876-A;14;76
87483;9;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;914-01213424876-A;14;76
87488;9;1;1;1;1;1;1;1;2;1;2; ; ; ; ; ; ; ;914-01213424876-A;14;76
87495;9;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;912-12137205116-A;12;68
87496;9;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;912-12137205116-A;12;68
87497;9;1;1;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;912-12137205116-A;12;68
87498;9;1;1;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;912-12137205116-A;12;68
87594;3;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00526811118-A;14;207
87600;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-06134266091-A;12;198
87601;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-06134266091-A;12;198
87602;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-06134266091-A;12;198
87603;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-06134266091-A;12;198
87676;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;212-00630305669-A;12;182
87677;2;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;212-00630305669-A;12;182
87678;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-00630305669-A;12;182
87679;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;212-00630305669-A;12;182
87685;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630124352-A;13;241
87686;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630124352-A;13;241
87687;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630124352-A;13;241
87688;2;1;1;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;213-00630124352-A;13;241
87694;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
87700;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00525234974-A;13;214
87701;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00525234974-A;13;214
87702;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-00525234974-A;13;214
87703;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00525234974-A;13;214
87709;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-00526811118-A;14;207
87715;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-00522397517-A;14;207
87723;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-00626711807-A;14;275
87724;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00626711807-A;14;275
87725;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00626711807-A;14;275
87726;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00626711807-A;14;275
87736;3;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;353-05248645201-D;23;359
87737;3;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;353-05248645201-D;23;359
87738;3;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;353-05248645201-D;23;359
87739;3;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;353-05248645201-D;23;359
87756;5;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;523-00255795835-A;13;402
87757;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;523-00255795835-A;13;402
87760;3;1;1;1;1;1;1;1;2;1;1;2;1;2;1;2;2;2;324-00526811118-A;14;207
87773;3;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;324-00526811118-A;14;207
87775;7;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;731-05291609719-A;11;369
87834;3;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87835;3;1;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;332-05075556194-A;12;189
87836;3;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87837;3;1;1;1;1;1;2;2;1;2;1;2;2;1;1;1;1;1;332-05075556194-A;12;189
87855;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;644-02925402368-A;24;143
87963;7;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;722-05067560564-A;12;398
87969;3;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;353-05248645201-D;23;359
87970;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;353-05248645201-D;23;359
87971;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;353-05248645201-D;23;359
87972;3;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;353-05248645201-D;23;359
87984;6;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;651-03141096464-D;21;134
87987;6;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;651-03141096464-D;21;134
87990;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87991;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87992;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;332-05075556194-A;12;189
87993;3;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;332-05075556194-A;12;189
88009;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;523-00255795835-A;13;402
88037;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00626711807-A;14;275
88040;3;2;2;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;353-05248645201-D;23;359
88042;3;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;353-05248645201-D;23;359
88043;3;2;1;2;1;1;1;1;1;1;2; ; ; ; ; ; ; ;353-05248645201-D;23;359
88044;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;353-05248645201-D;23;359
88051;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
88053;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-05505987387-A;13;486
88061;6;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;651-03141096464-D;21;134
88066;6;2;1;1;1;2;2;1;2;2;1;1;1;1;2;2;2;1;651-03141096464-D;21;134
88071;7;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;722-05067560564-A;12;398
88072;7;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;722-05067560564-A;12;398
88073;7;1;1;2;1;1;2;1;2;2;1;1;1;2;1;1;2;2;722-05067560564-A;12;398
88074;7;1;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;722-05067560564-A;12;398
88081;3;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;324-00526811118-A;14;207
88087;6;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;651-03141096464-D;21;134
88089;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;651-03141096464-D;21;134
88094;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00526811118-A;14;207
88099;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-00526244107-A;13;214
88102;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-00526244107-A;13;214
88105;3;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;343-05199811803-D;23;359
88106;3;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;343-05199811803-D;23;359
88107;3;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;343-05199811803-D;23;359
88108;3;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;343-05199811803-D;23;359
88122;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-00526244107-A;13;214
88123;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-00526244107-A;13;214
88130;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00526811118-A;14;207
88132;3;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00528904430-A;12;189
88133;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00528904430-A;12;189
88134;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00528904430-A;12;189
88135;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;322-00528904430-A;12;189
88151;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;212-00628150114-A;12;198
88156;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06088601725-A;13;221
88162;6;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;653-02938653832-D;23;259
88168;6;2;1;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ;653-02938653832-D;23;259
88170;6;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;653-02938653832-D;23;259
88174;6;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;653-02938653832-D;23;259
88176;3;1;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;323-00525234974-A;13;214
88182;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00525234974-A;13;214
88194;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;653-02938653832-D;23;259
88200;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;653-02938653832-D;23;259
88202;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;653-02938653832-D;23;259
88208;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;653-02938653832-D;23;259
88212;6;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;644-02925402368-A;24;143
88215;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;644-02925402368-A;24;143
88220;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-12113545662-A;13;107
88234;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-12113545662-A;13;107
88235;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-12113545662-A;13;107
